key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf
cassiopeia_2,9.14417,49.64694,Cassiopeia II,m_031,1,1,1.5,0.2,0.2,110.0,9.0,9.0,0.43,0.12,0.1,,Martin2016ApJ...833..167M,23.74,0.06,0.06,Savino2022ApJ...938..101S,16.0,0.2,0.3,Martin2016ApJ...833..167M,-139.8,6.6,36.0,11.8,4.7,7.7,,Collins2013ApJ...768..172C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,-7.739999999999998,0.2,0.3,5.329029995663981,559.7576014951093,15.254948652688427,15.682335842047337,120.46242983590435,-13.153536138430258,521.5110366370068,-144.05536734102756,143.53697167487468,563.8114433296643,237.2794597851531,184.88633831462508,237.2794597851531,,4.436377010182057,,,,,58.204861171026664,137.58568042238244,23506575.17379325,17944218.646167222,32999485.470557764,,243.81546334242276,33.05057605289667,38.539198909024634,182.65227334293775,28.672328159862587,30.728569257675645,27.138738494656774
cassiopeia_3,8.989333333333333,51.56005555555555,Cassiopeia III,m_031,1,1,4.73,0.09,0.09,91.0,2.0,2.0,0.3,0.01,0.01,,Rhode2023AJ....166..180R,24.52,0.06,0.06,Savino2022ApJ...938..101S,12.12,0.2,0.2,Rhode2023AJ....166..180R,-371.6,0.7,0.7,8.4,0.6,0.6,,Martin2014ApJ...793L..14M,,,,,,,,-1.7,0.1,0.1,,,,,Martin2014ApJ...793L..14M,,,,,,,,4.63,0.06,0.06,0.57,0.02,0.02,Rhode2023AJ....166..180R,,,,,,,,,,,,0.54,Putman2021ApJ...913...53P,-12.4,0.2,0.2,7.193029995663982,801.6780633876789,21.84795286441954,22.460051625322308,120.47996137557887,-11.23797615094214,752.3888031050888,-180.43322170441954,209.86342888763366,805.7496452955762,144.69276100883735,425.66515396920863,144.69276100883735,,4.9125690459380325,-1.7,0.1,0.1,spectroscopic,-171.93271393127847,-93.00283707248235,60430795.00738002,8619667.599289916,9473251.249711335,,1100.460245113798,35.36028845687042,36.465759283163834,921.742919661003,32.236202903081676,34.56170566995684,25.993661256535383
ic_0010,5.102083333,59.29166667,IC 10,m_031,1,1,2.65,,,,,,0.19,0.02,0.02,,McConnachie2012AJ....144....4M,24.43,0.03,0.03,McQuinn2017ApJ...834...78M,9.5,0.2,0.2,McConnachie2012AJ....144....4M,-348.0,1.0,1.0,,,,,McConnachie2012AJ....144....4M,-0.002,0.008,0.008,0.02,0.008,0.008,Brunthaler2007A&A...462..101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.6,40.4,40.4,,Putman2021ApJ...913...53P,-14.93,0.2,0.2,8.205029995663981,769.1304402866098,10.55286525742622,10.699670236649581,118.97268870390796,-3.341337488933135,728.5801398759651,-71.23159692416523,235.92090529121504,773.0906705929883,246.6444898176561,419.0152378782526,246.6444898176561,7.67128939775487,,,,,,-140.1934239902066,-63.80409643404488,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
lacerta_1,344.5509166666666,41.30619444444444,Lacerta I,m_031,1,1,3.13,0.05,0.05,-64.0,1.0,1.0,0.41,0.01,0.01,,Rhode2023AJ....166..180R,24.36,0.05,0.05,Savino2022ApJ...938..101S,13.15,0.3,0.3,Rhode2023AJ....166..180R,-198.4,1.1,1.1,10.3,0.9,0.9,,Martin2014ApJ...793L..14M,,,,,,,,-2.0,0.1,0.1,,,,,Martin2014ApJ...793L..14M,,,,,,,,3.18,0.05,0.05,0.83,0.03,0.03,Rhode2023AJ....166..180R,,,,,,,,,,,,0.71,Putman2021ApJ...913...53P,-11.209999999999999,0.3,0.3,6.717029995663982,744.7319739059889,16.952169369164608,17.347036119422683,101.09623169830164,-16.71498109155436,575.0337458207134,-259.34552495307105,395.85578537154873,746.2717530898535,260.24996011086296,400.69034993570335,260.24996011086296,,4.967433634834139,-2.0,0.1,0.1,spectroscopic,27.809917035892965,106.8415711886793,51430891.9193525,8796057.97592201,9464172.337619998,,678.8929175557969,19.420164844499823,17.7395294732479,521.0840842929908,16.482757333275572,15.668367196030886,25.94515185026483
lgs_3,15.97916667,21.885,LGS 3,m_031,1,1,2.1,0.2,0.2,0.0,,,0.2,,,,McConnachie2012AJ....144....4M,23.91,0.05,0.05,Savino2022ApJ...938..101S,14.3,0.1,0.1,McConnachie2012AJ....144....4M,-286.5,0.3,0.3,7.9,2.9,5.3,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,0.14,0.14,,Putman2021ApJ...913...53P,-9.61,0.1,0.1,6.077029995663981,605.3408747539136,13.779240578439271,14.100200322867636,126.76246269465305,-40.893916961332216,449.771367749646,-403.15691166325246,40.097331315117415,609.0584819169205,291.9927261820556,274.2577435122323,291.9927261820556,5.37233793315582,,,,,,-148.69710743984584,-73.96737567927192,19238980.757645316,14556602.592482021,24905146.455222383,,370.70228467950403,33.80661827722423,36.78982956402166,328.6838354004351,32.329206018784134,34.418679454925325,26.544504679141237
m_032,10.674125,40.86511111,M 32,m_031,1,1,0.47,0.05,0.05,159.0,2.0,2.0,0.25,0.02,0.02,,McConnachie2012AJ....144....4M,24.44,0.06,0.06,Savino2022ApJ...938..101S,8.1,0.1,0.1,McConnachie2012AJ....144....4M,-199.0,6.0,6.0,92.0,5.0,5.0,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,Putman2021ApJ...913...53P,-16.340000000000003,0.1,0.1,8.769029995663983,772.6805850957021,21.057691077496088,21.647649628580098,121.14989647953708,-21.97638846807529,688.0149896514664,-309.4312781730207,167.1015998934176,776.6093353203826,6.484160284533876,384.59964623003526,6.484160284533876,,5.220057293421189,,,,,-13.18355458831843,66.99680274114917,714502637.9088091,104917984.42469883,118233340.87819207,,105.04571253508058,10.41381652612938,12.166226074371579,91.57339197888905,10.225391660896307,9.614605770176993,17.039459658023
ngc_0147,8.298333333,48.50777778,NGC 147,m_031,1,1,3.17,,,25.0,3.0,3.0,0.41,0.02,0.02,,McConnachie2012AJ....144....4M,24.33,0.06,0.06,Savino2022ApJ...938..101S,9.5,0.1,0.1,McConnachie2012AJ....144....4M,-193.1,0.8,0.8,16.0,1.0,1.0,,McConnachie2012AJ....144....4M,0.0232,0.0143,0.0143,0.0378,0.0146,0.0146,Sohn2020ApJ...901...43S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,Putman2021ApJ...913...53P,-14.829999999999998,0.1,0.1,8.16502999566398,734.5138681571144,20.017542081600936,20.578359508318158,119.81585917786813,-14.253553308168733,678.7507313490603,-203.3841331032983,193.5018387769542,738.4622065157121,106.44715904007076,353.26610318262516,106.44715904007076,,4.896566975613317,,,,,5.2974322572840435,84.99739859698244,123567074.18275449,15246827.664857432,16568258.319459885,,0.0,0.0,0.0,0.0,0.0,0.0,
ngc_0185,9.741666667,48.33611111,NGC 185,m_031,1,1,2.55,,,35.0,3.0,3.0,0.15,0.1,0.1,,McConnachie2012AJ....144....4M,24.06,0.06,0.06,Savino2022ApJ...938..101S,9.2,0.1,0.1,McConnachie2012AJ....144....4M,-203.8,1.1,1.1,24.0,1.0,1.0,,McConnachie2012AJ....144....4M,0.0242,0.0141,0.0141,0.0058,0.0147,0.0147,Sohn2020ApJ...901...43S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.11,0.11,,Putman2021ApJ...913...53P,-14.86,0.1,0.1,8.17702999566398,648.6344335482374,17.677089068044438,18.172335665384367,120.79185620724768,-14.483808271111984,601.9139171584933,-180.96697656562912,160.2411248963769,652.6982229669243,154.95390388254324,267.8447511426569,154.95390388254324,5.08608039755446,,,,,,-7.8665440874211185,71.71780470186889,235037402.24930364,23548008.5058572,24812777.92259413,,0.0,0.0,0.0,0.0,0.0,0.0,
ngc_0205,10.09375,41.68638889,NGC 205,m_031,1,1,2.46,0.1,0.1,28.0,5.0,5.0,0.43,0.1,0.1,,McConnachie2012AJ....144....4M,24.61,0.06,0.06,Savino2022ApJ...938..101S,8.1,0.1,0.1,McConnachie2012AJ....144....4M,-246.0,1.0,1.0,35.0,5.0,5.0,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.19,0.19,,Putman2021ApJ...913...53P,-16.509999999999998,0.1,0.1,8.83702999566398,835.6030182312475,22.77250206714791,23.410503274146777,120.71780296335766,-21.13779357398324,746.694480700224,-324.0828548127316,188.81223420483988,839.5030303416238,59.972717267472255,447.54413268089377,59.972717267472255,5.614115294787101,,,,,,-58.01732157157136,22.230162868432103,512629223.4590081,140383396.22905594,164548469.93925345,,597.5089219706501,30.357413708827153,30.148768830956556,449.8897137828295,45.32849708865706,43.17573063040288,20.32614327037255
pegasus_5,349.6158333,33.35888889,Pegasus V,m_031,1,1,0.4,0.1,0.2,96.0,57.0,47.0,0.01,0.01,0.01,,Collins2022MNRAS.515L..72C,24.2,0.1,0.095,Collins2022MNRAS.515L..72C,17.9,0.2,0.2,Collins2022MNRAS.515L..72C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.300000000000001,0.2,0.2,4.753029995663982,691.8309709189363,31.13752291134108,30.938832683233954,101.49105790372644,-25.61262046836531,505.4787365752103,-337.49835760352966,330.47874032664663,693.3360305076911,249.82475343060406,346.2571138824573,249.82475343060406,,,,,,,,,,,,,80.57512843521903,31.164704989961848,30.43395180695333,79.5674298858799,31.62074758447612,30.96069714697728,26.774289803000293
perseus_1,45.347666666666655,40.984833333333334,Perseus I,m_031,1,1,1.4,0.06,0.07,-58.0,21.0,25.0,0.09,0.06,0.06,,Rhode2023AJ....166..180R,24.24,0.06,0.06,Savino2022ApJ...938..101S,15.37,0.3,0.3,Rhode2023AJ....166..180R,-326.0,3.0,3.0,4.2,4.2,3.6,,Martin2014ApJ...793L..14M,,,,,,,,-2.0,0.2,0.2,,,,,Martin2014ApJ...793L..14M,,,,,,,,1.39,0.07,0.07,0.7,0.1,0.1,Rhode2023AJ....166..180R,,,,,,,,,,,,0.56,Putman2021ApJ...913...53P,-8.87,0.3,0.3,5.781029995663982,704.6930689671467,19.204842514484653,19.74289110784241,147.81819803949986,-15.523574182705868,667.7280719173172,-173.8997141084242,-143.14479682100279,711.331983648881,339.5840592508217,394.11483093291616,339.5840592508217,,4.816363313121264,-2.0,0.2,0.2,spectroscopic,-212.56542432896606,-145.0991190572444,4654813.446245795,4149553.058679891,11915185.850463552,,286.7367220091815,15.883190012649607,15.390780380257809,271.52125918083226,15.720932506378091,17.08151644253769,26.869632249689968
pisces_7,20.419,26.391,Pisces VII,m_033,1,1,0.67,0.1,0.2,96.0,36.0,32.0,,,,0.1,Collins2024MNRAS.528.2614C,24.8,0.2,0.2,Collins2024MNRAS.528.2614C,18.8,0.3,0.3,Collins2024MNRAS.528.2614C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,0.3,0.3,4.633029995663981,912.0108393559096,80.24706825323881,87.98916064409036,131.3064957874301,-35.98855644632835,733.8108672320291,-541.2428731650639,18.48065158143367,916.3745058893777,282.14700499418143,552.3298771341679,94.1216725511825,,,,,,,,,,,,,173.1052369915668,41.119159159215656,47.884804810746715,173.50969182314245,39.28128202760499,48.498307720700325,28.767231827958607
triangulum_4,22.162208333333332,30.984333333333336,Triangulum IV,m_033,0,0,6.5,1.3,1.5,90.0,47.0,56.0,0.21,0.14,0.19,,Ogami2024arXiv240707481O,24.85,0.1,0.11,Ogami2024arXiv240707481O,18.46,0.52,0.54,Ogami2024arXiv240707481O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.08,0.08,Ogami2024arXiv240707481O,,,,,,-6.390000000000001,0.52,0.54,4.789029995663982,933.2543007969924,42.00336266324655,48.49364222299198,132.2572503911222,-31.212723746764027,794.9893031108543,-488.5189836381764,17.458537181688634,937.9489593792978,258.04739364433226,564.0572193138956,76.43022184941128,,,-1.9,0.08,0.08,photometric,,,,,,,1788.690498323425,380.7187565283896,385.6597828111662,1503.8485630358396,344.64323342600187,373.1669632078724,33.066631808414456
agc_249525,214.47458333333333,17.546111111111113,AGC249525,,0,0,,,,,,,,,,,,26.6,,,Rhode2023AJ....166..113R,19.73,0.03,0.07,Rhode2023AJ....166..113R,48.0,,,,,,,Rhode2023AJ....166..113R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,0.67,0.67,,Rhode2023AJ....166..113R,-6.870000000000001,0.03,0.07,4.981029995663982,2089.2961308540407,,,11.780915495260077,67.87665194433295,-457.9114773948296,1853.272791747223,849.0320139083112,2086.315473398048,2539.663946738263,2292.7761341733803,nan,6.840190350339041,,,,,,78.84740429351578,45.70269814648907,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
agc_268071,243.23166666666663,14.345916666666668,AGC268071,,0,0,,,,,,,,,,,,23.78,,,Rhode2023AJ....166..113R,16.79,0.1,0.32,Rhode2023AJ....166..113R,109.0,,,,,,,Rhode2023AJ....166..113R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,0.08,0.08,,Rhode2023AJ....166..113R,-6.990000000000002,0.1,0.32,5.029029995663982,570.1642722807478,,,28.240170885153876,41.52248693545173,-139.89259481505596,331.27627525881644,442.4628670882904,564.8401612531685,1083.962418319373,774.1868037014516,nan,5.31068654747964,,,,,,209.67211146620042,195.0258627143287,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
agc_749235,186.04125,26.23111111,AGC749235,,1,1,0.12,,,,,,0.78,,,,LVGDB,27.16,,,LVGDB,19.49,,,LVGDB,288.0,,,,,,,LVGDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,LVGDB,-7.670000000000002,,,5.301029995663982,2703.958364108846,,,219.76697768357513,83.84282879441922,38.37167053265339,2703.666775211612,10.21852981429248,2704.6400882478374,3084.046138555089,2874.136206747536,nan,6.062250088815891,,,,,,277.8214289905529,245.84649332317002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
antlia_1,151.0170833,-27.33111111,Antlia,,1,1,1.2,0.12,0.12,135.0,5.0,5.0,0.4,0.04,0.04,,McConnachie2012AJ....144....4M,25.6,0.07,0.07,Newman2024ApJ...966..175N,15.2,0.2,0.2,McConnachie2012AJ....144....4M,362.0,2.0,2.0,,,,,Barnes2001AJ....122..825B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,0.1,0.1,McConnachie2006MNRAS.365.1263M,1.7,0.16,0.16,,Putman2021ApJ...913...53P,-10.400000000000002,0.2,0.2,6.393029995663983,1318.2567385564073,41.81792974506379,43.18794390954372,263.0970707382691,22.312254567320412,-712.1295778029096,606.4253464420473,-928.9351927665717,1319.1845207613762,2003.018454194991,1650.5250539192793,nan,5.842624207493338,,-1.6,0.1,0.1,photometric,137.95481322158864,66.3478862096074,,,,,457.7874796900705,44.339802407847344,50.14712293661313,354.7025426731792,38.653793684349125,40.35926824007191,25.919934618184225
antlia_b,147.23375,-25.99,Antlia B,ngc_3109,1,1,0.72,0.07,0.07,4.0,12.0,12.0,0.3,0.05,0.05,,Sand2015ApJ...812L..13S,25.65,0.1,0.1,Hargis2020ApJ...888...31H,15.86,0.6,0.6,Sand2015ApJ...812L..13S,375.5,1.5,1.5,8.0,1.4,1.6,,Zoutendijk2021arXiv211209374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.05,0.05,,Sand2015ApJ...812L..13S,-9.79,0.6,0.6,6.149029995663981,1348.9628825916534,60.71333089852101,63.57466203110198,259.41462487900753,21.07834632113147,-667.8422115751263,599.6462392557877,-1007.0312938508006,1350.3787851823306,2013.649661716571,1669.2918182363376,88.3819150322511,5.489507782546332,,,,,,150.81996806031233,81.66400419197419,13982147.723966317,4884882.171250714,6132171.376041399,,282.0945243687692,29.053015980112036,28.315210450923985,235.58162705826743,24.667268363357607,28.15547467502472,25.641320224655068
aquarius_1,311.7158333,-12.84805556,Aquarius,,1,1,1.63,0.08,0.08,96.58,1.44,1.44,0.53,0.05,0.05,,Higgs2021MNRAS.503..176H,24.97,0.09,0.09,Higgs2021MNRAS.503..176H,14.5,0.1,0.1,McConnachie2012AJ....144....4M,-141.8,2.0,1.8,7.8,1.1,1.8,,Kirby2017ApJ...834....9K,,,,,,,,-1.44,0.08,0.08,0.34,0.06,0.07,,Kirby2017ApJ...834....9K,,,,,,,,1.63,0.06,0.06,0.61,0.05,0.05,Higgs2021MNRAS.503..176H,,,,,,,,,15.14,1.11,1.11,,Putman2021ApJ...913...53P,-10.469999999999999,0.1,0.1,6.421029995663981,986.2794856312099,40.04232426541694,41.7368124952626,34.0490904139866,-31.34321902230342,-194.08119424813842,-600.1406664199226,758.2287875867225,980.5487853087559,1105.1716433684942,972.845502931167,nan,6.5403011612791175,,-1.44,0.08,0.08,spectroscopic,-19.273691443692556,8.526152712029727,17964121.29359369,6201904.319408011,7654357.168757111,,467.68785850032214,28.584766604961146,30.239730114982763,318.1230916323065,25.713893346410828,29.86402004743917,25.61358905888114
cetus_1,6.5458333,-11.04444444,Cetus,,1,1,3.2,0.1,0.1,63.0,3.0,3.0,0.33,0.06,0.06,,McConnachie2012AJ....144....4M,24.39,0.07,0.07,McConnachie2012AJ....144....4M,13.2,0.2,0.2,McConnachie2012AJ....144....4M,-83.9,1.2,1.2,8.3,1.0,1.0,,Kirby2014MNRAS.439.1015K,,,,,,,,-1.74,0.06,0.06,0.42,0.04,0.04,,Taibi2018A&A...618A.122T,1.3,0.1,0.1,32.0,6.5,6.5,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,,,,,,0.71,Putman2021ApJ...913...53P,-11.190000000000001,0.2,0.2,6.7090299956639825,755.0922276654342,23.9531441820169,24.737882857825184,101.45484139963932,-72.85455701618181,180.28065319440464,-731.5242512790458,50.353035213162855,755.6112249166783,676.9515964244439,602.9737930850237,nan,,4.979433634834139,-1.74,0.06,0.06,spectroscopic,-21.129174776226634,29.082829768934985,36728982.53741738,8616819.302104123,9882488.943408199,,703.8565644763792,33.61842087609227,34.89922456981344,574.0485791493953,35.45440066772176,34.447628259492944,26.175355975414362
ddo_044,113.5479167,66.87972222,DDO 44,ngc_2403,1,1,0.74,0.02,0.02,,,,0.6,,,,Carlin2019ApJ...886..109C,27.36,0.07,0.07,Carlin2019ApJ...886..109C,14.46,,,Carlin2019ApJ...886..109C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,0.3,0.3,Carlin2019ApJ...886..109C,,,,,,-12.899999999999999,,,7.39302999566398,2964.831389524339,94.05080749964691,97.13204416633653,149.0987343348901,28.95843978746005,2539.9787799105347,1484.822830486594,-366.1067166534798,2970.9340070545722,2627.40140199182,2774.1933817371955,237.33515157092955,,,-1.6,0.3,0.3,photometric,,,,,,,637.0299349802715,25.584074651084734,25.42809395767256,402.7097115392138,17.171283080152023,16.25086905742546,23.695573663466305
ddo_099,177.7208333,38.88027778,DDO 99,,1,1,0.9,0.09,0.09,70.0,4.0,4.0,0.29,0.01,0.01,,McConnachie2012AJ....144....4M,27.07,0.14,0.14,McConnachie2012AJ....144....4M,13.9,0.1,0.1,McConnachie2012AJ....144....4M,251.0,4.0,4.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.13,0.22,0.22,McConnachie2006MNRAS.365.1263M,,,,,,-13.17,0.1,0.1,7.501029995663981,2594.179362118812,161.97535304499615,172.7622832927009,166.19759810960787,72.74521140369536,674.1297933069401,2503.2157139720857,-96.05557736190144,2596.5306142935015,2821.6168235292184,2682.3434974504403,nan,,,-2.13,0.22,0.22,photometric,272.0941160343537,256.97838905442313,,,,,675.7433696857895,81.0383845381549,81.47503640515868,572.5572742571142,67.18995957893839,66.3122358887424,24.189707810227908
ddo_113,183.74125,36.21888889,DDO 113,ngc_4214,1,1,0.7266666666666667,0.025,0.025,40.0,2.0,2.0,0.37,0.05,0.05,,Garling2020MNRAS.492.1713G,27.35,0.06,0.06,McConnachie2012AJ....144....4M,15.15,0.1,0.1,McConnachie2012AJ....144....4M,284.0,6.0,6.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.99,0.21,0.21,McConnachie2006MNRAS.365.1263M,,,,,,-12.200000000000001,0.1,0.1,7.113029995663982,2951.20922666639,80.4286446416977,82.68195752788188,161.10159627081623,78.0604580363122,558.917359683334,2896.8650260139093,73.62272517961699,2952.80967839091,3206.976415121655,3057.2011687453005,133.1215583641402,,,-1.99,0.21,0.21,photometric,305.5435787259235,286.7564079717423,,,,,623.1876049076823,26.50926859282606,28.70049779838928,495.42252721043803,30.568207937866703,31.639838160770864,24.845491893518332
ddo_125,186.9204167,43.49555556,DDO 125,,1,1,1.04,0.1,0.1,-68.0,4.0,4.0,0.41,0.01,0.01,,McConnachie2012AJ....144....4M,27.06,0.05,0.05,McConnachie2012AJ....144....4M,12.7,0.3,0.3,McConnachie2012AJ....144....4M,194.9,0.2,0.2,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.73,0.17,0.17,McConnachie2006MNRAS.365.1263M,,,,,,-14.36,0.3,0.3,7.9770299956639805,2582.260190634596,58.779418154025734,60.1485666873491,137.75802427417122,72.94224789898648,757.4511547952708,2454.2270543556087,266.65521915859233,2584.0361350091894,2762.5995250464007,2645.6270804700353,nan,,,-1.73,0.17,0.17,photometric,247.9683750709085,239.48709204926132,,,,,780.7982056561848,73.13231056688016,77.34733754952151,599.9299860803729,59.86263368203208,64.89342606664798,23.10111597128522
ddo_147,191.7492,36.4764,DDO 147,,1,1,1.45,,,,,,0.21,,,,LVGDB,27.34,0.08,0.08,EDD,14.57,,,EDD,331.0,,,,,,,EDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,EDD,-12.77,,,7.341029995663982,2937.6496519615307,106.25765616215176,110.24533766645209,128.4087839926829,80.60457747260332,473.7093694629958,2872.4048695871707,393.2876506128562,2938.484506637259,3193.769100967684,3043.7288954675173,nan,7.46046363049812,,,,,,368.7845059996381,351.1949182149431,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
ddo_190,216.1808333,44.52583333,DDO 190,,1,1,0.64,0.06,0.06,82.0,5.0,5.0,0.1,0.02,0.02,,McConnachie2012AJ....144....4M,27.23,0.01,0.02,Newman2024ApJ...966..175N,12.8,0.1,0.1,McConnachie2012AJ....144....4M,150.0,4.0,4.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.08,0.08,McConnachie2006MNRAS.365.1263M,,,,,,-14.43,0.1,0.1,8.00502999566398,2792.5438412373364,12.830573478048336,25.839090027118345,82.0085344796991,64.47712692521404,683.9110122393284,2395.737504644644,1261.3519102175285,2792.069094138749,2914.2326997288724,2827.5193324096144,nan,,,-2.0,0.08,0.08,photometric,262.5878655258948,263.44014621571193,,,,,518.031797162068,44.16158558315493,48.42273161407195,490.36485520480744,41.926174745537196,47.19189446149528,22.59320982189577
eso_006-001,124.8470833,-85.14555556,ESO 006-001,,1,1,0.2833,0.025,0.025,,,,0.11,,,,Makarova2023ApJ...943..139M,27.16,0.09,0.09,Makarova2023ApJ...943..139M,14.75,,,Makarova2023ApJ...943..139M,319.0,57.0,57.0,,,,,Makarova2023ApJ...943..139M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,0.2,0.2,Makarova2023ApJ...943..139M,0.75,,,,Makarova2023ApJ...943..139M,-12.41,,,7.197029995663982,2703.958364108846,109.77900199003398,114.42456715560866,297.95583931010043,-25.223461894741426,-2307.0566495971416,-1055.7829950318367,-934.9880843012932,2700.523899610388,3283.6014203147647,2982.6111753216105,nan,6.111236549506764,,-1.5,0.2,0.2,photometric,124.89934921683098,69.84553147491303,,,,,221.8916345274302,22.05409234220045,23.394730808597785,209.22805615552338,20.18207948099561,21.570664795088703,22.763712758892545
eso_274-001,228.55625,-46.8125,ESO 274-001,ngc_5128,1,1,,,,,,,0.9,,,,LVGDB,27.18,0.08,0.08,EDD,8.96,,,EDD,522.0,,,,,,,EDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,EDD,-18.22,,,9.52102999566398,2728.97778280804,98.70979091265872,102.4142129913389,326.8039910649188,9.334141484965308,-2656.423592238376,391.339482827693,487.4288120735175,2722.2751253268452,3436.2365734467307,3078.4328087747285,1435.8458555694283,8.308633275341982,,,,,,401.2269088261227,334.730637705459,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
eso_294-g010,6.6391667,-41.85527778,ESO 294-G010,ngc_0055,1,1,0.42,0.04,0.04,57.0,,,0.37,,,,McConnachie2012AJ....144....4M,26.54,0.04,0.04,McConnachie2012AJ....144....4M,15.3,0.3,0.3,McConnachie2012AJ....144....4M,106.9,0.8,0.8,,,,,Bouchard2005AJ....130.2058B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.48,0.17,0.17,McConnachie2006MNRAS.365.1263M,0.342,0.017,0.017,,Bouchard2005AJ....130.2058B,-11.239999999999998,0.3,0.3,6.729029995663982,2032.3570109362208,37.09469596734198,37.78433785482048,320.4156642409059,-74.41762648555762,-545.1677190651585,-1948.9538477100975,-186.67104083629687,2030.691092241599,2087.946611597641,2023.4503404216186,156.20191569150887,5.5222013921711985,,-1.48,0.17,0.17,photometric,60.03710385441876,70.8332293066928,,,,,247.85295535897222,25.56421008157028,23.466781993181655,195.80112008286116,19.572922091678464,19.303489951665426,23.789689014634863
